,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
3827,3828,0.7,Ideal,D,SI1,61.8,55.0,3471,5.72,5.74,3.54
51138,51139,0.51,Premium,F,VVS1,62.6,57.0,2341,5.1,5.06,3.18
33874,33875,0.3,Ideal,E,VS2,62.0,55.0,844,4.35,4.3,2.68
23380,23381,0.36,Premium,H,VS1,60.5,59.0,631,4.6,4.63,2.79
49496,49497,0.7,Fair,I,VVS2,64.7,55.0,2117,5.62,5.51,3.6
2992,2993,0.9,Very Good,G,SI2,62.1,58.0,3303,6.08,6.13,3.79
44061,44062,0.55,Ideal,E,SI1,61.7,57.0,1551,5.23,5.27,3.24
24952,24953,2.14,Premium,H,SI2,61.2,57.0,13421,8.36,8.32,5.1
254,255,0.77,Premium,H,VS1,61.3,60.0,2789,5.9,5.88,3.61
24020,24021,1.4,Very Good,E,VS1,59.1,57.0,12196,7.28,7.38,4.33
12325,12326,1.27,Very Good,J,SI1,60.9,59.0,5224,6.96,7.04,4.26
48498,48499,0.7,Fair,H,VS2,57.0,58.0,1981,5.87,5.89,3.35
25071,25072,1.21,Ideal,E,VVS1,62.0,55.0,13595,6.8,6.88,4.24
50051,50052,0.83,Ideal,H,SI2,60.7,57.0,2201,6.08,6.05,3.68
50437,50438,0.72,Premium,I,SI1,61.5,59.0,2262,5.78,5.73,3.54
34975,34976,0.23,Good,F,VVS1,60.3,66.0,472,3.93,3.96,2.38
26003,26004,1.02,Premium,D,IF,61.5,60.0,15231,6.45,6.52,3.99
39444,39445,0.41,Ideal,E,VS1,61.4,55.0,1076,4.84,4.8,2.96
9925,9926,1.1,Premium,E,SI2,60.1,62.0,4691,6.69,6.65,4.01
45792,45793,0.54,Ideal,H,VS1,61.8,56.0,1709,5.21,5.25,3.23
17179,17180,1.0,Ideal,E,VS2,61.7,54.0,6859,6.41,6.46,3.97
5248,5249,1.01,Premium,J,VS1,63.0,55.0,3790,6.39,6.34,4.01
41612,41613,0.27,Very Good,G,VVS2,62.0,56.0,504,4.14,4.17,2.57
37544,37545,0.51,Ideal,J,VS1,61.6,54.0,988,5.14,5.18,3.18
3598,3599,0.9,Good,D,SI2,63.5,62.0,3425,6.09,6.13,3.88
35504,35505,0.41,Premium,E,SI1,61.1,62.0,904,4.83,4.76,2.93
46258,46259,0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23
41979,41980,0.55,Ideal,F,SI2,61.2,56.0,1263,5.29,5.23,3.22
20484,20485,1.5,Premium,I,VS2,62.3,58.0,8820,7.31,7.26,4.54
19545,19546,1.2,Premium,G,VS1,58.4,61.0,8177,6.95,6.91,4.05
9406,9407,1.0,Premium,F,SI1,62.9,57.0,4586,6.37,6.32,3.99
47359,47360,0.54,Very Good,H,VVS1,62.0,57.0,1846,5.2,5.25,3.24
12942,12943,1.0,Ideal,I,VS1,60.4,55.0,5385,6.49,6.52,3.93
18404,18405,1.4,Premium,F,SI2,59.9,60.0,7479,7.38,7.29,4.39
23636,23637,1.01,Ideal,D,VVS1,62.5,55.0,11661,6.39,6.44,4.01
31468,31469,0.34,Premium,H,VS1,61.6,59.0,765,4.54,4.49,2.78
9745,9746,1.09,Premium,I,VS2,61.3,58.0,4659,6.63,6.58,4.05
28447,28448,0.31,Ideal,H,VVS1,60.9,56.0,671,4.4,4.42,2.69
23988,23989,1.13,Ideal,D,VVS2,61.7,57.0,12150,6.65,6.68,4.11
38984,38985,0.39,Premium,F,VS2,62.4,58.0,1053,4.65,4.61,2.89
1631,1632,0.7,Premium,E,VS1,61.8,58.0,3016,5.71,5.75,3.54
45765,45766,0.61,Ideal,H,VS1,61.6,56.9,1706,5.4,5.49,3.36
16597,16598,1.21,Ideal,H,SI1,62.1,56.0,6629,6.81,6.84,4.23
9197,9198,1.2,Good,J,VS2,63.7,58.0,4548,6.68,6.61,4.23
37855,37856,0.44,Ideal,E,VS2,61.5,56.0,1003,4.9,4.92,3.02
26415,26416,2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89
7759,7760,1.03,Ideal,J,VS2,61.6,57.0,4283,6.52,6.47,4.0
20149,20150,1.5,Premium,J,VVS2,61.8,60.0,8603,7.33,7.36,4.54
41799,41800,0.4,Very Good,E,VS1,62.7,55.0,1250,4.69,4.72,2.95
13154,13155,1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06
686,687,0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
23393,23394,0.36,Very Good,E,SI1,61.3,56.0,631,4.58,4.62,2.82
21755,21756,1.51,Very Good,H,VS2,62.3,61.0,9821,7.27,7.3,4.54
28250,28251,0.33,Premium,F,VS2,60.8,58.0,666,4.44,4.47,2.71
44718,44719,0.62,Ideal,I,VVS2,62.6,57.0,1615,5.47,5.5,3.44
46139,46140,0.56,Ideal,D,SI1,61.9,56.0,1745,5.24,5.29,3.26
49977,49978,0.29,Very Good,G,VVS2,60.2,59.0,541,4.27,4.3,2.58
12039,12040,0.34,Premium,G,VS2,60.2,58.0,596,4.52,4.55,2.73
2106,2107,0.9,Good,F,SI2,63.2,59.0,3116,6.06,6.13,3.85
995,996,0.54,Ideal,D,VVS2,61.4,52.0,2897,5.3,5.34,3.26
939,940,0.9,Fair,D,SI2,66.9,57.0,2885,6.02,5.9,3.99
6905,6906,1.04,Ideal,I,SI1,63.0,56.0,4135,6.49,6.39,4.06
19158,19159,1.11,Ideal,G,VS1,61.6,56.0,7917,6.64,6.67,4.1
1155,1156,0.75,Good,E,SI1,58.3,60.0,2923,5.94,5.99,3.48
47732,47733,0.7,Very Good,I,SI1,63.8,59.0,1890,5.56,5.6,3.56
8012,8013,1.03,Fair,I,VS1,57.6,58.0,4328,6.67,6.58,3.81
25318,25319,2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12
41182,41183,0.4,Premium,D,VS1,62.5,60.0,1200,4.72,4.66,2.93
2087,2088,0.79,Premium,D,SI1,61.4,59.0,3112,5.89,5.96,3.64
28765,28766,0.31,Ideal,E,VS2,62.0,55.0,680,4.34,4.37,2.7
10137,10138,1.0,Good,H,VS2,63.6,61.0,4722,6.25,6.21,3.96
46224,46225,0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34
46289,46290,0.71,Good,J,SI1,61.5,62.0,1755,5.61,5.66,3.47
133,134,0.7,Very Good,E,VS2,62.6,60.0,2765,5.62,5.65,3.53
9900,9901,1.07,Ideal,J,VS2,61.7,58.0,4686,6.58,6.55,4.05
3609,3610,1.0,Premium,G,SI2,60.7,59.0,3427,6.45,6.41,3.9
9234,9235,1.14,Ideal,G,SI2,63.0,57.0,4558,6.7,6.64,4.2
25319,25320,2.11,Premium,J,SI1,62.4,58.0,13996,8.27,8.17,5.13
29369,29370,0.31,Ideal,G,VS2,62.3,56.0,698,4.34,4.29,2.69
15910,15911,1.04,Very Good,F,VS2,61.0,60.0,6361,6.54,6.48,3.97
27774,27775,0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73
18255,18256,1.07,Very Good,D,VS2,62.4,57.0,7415,6.51,6.59,4.09
39533,39534,0.4,Premium,F,VS2,61.6,58.0,1080,4.8,4.75,2.94
25810,25811,1.8,Ideal,F,SI1,61.9,56.0,14814,7.78,7.87,4.84
37936,37937,0.26,Very Good,G,VVS2,62.2,56.0,486,4.09,4.12,2.55
15028,15029,1.0,Very Good,G,VS2,63.3,58.0,6048,6.39,6.27,4.01
23630,23631,1.14,Premium,F,VVS1,59.4,59.0,11654,6.87,6.8,4.06
49441,49442,0.57,Ideal,E,VS1,61.3,57.0,2110,5.34,5.37,3.28
46825,46826,0.58,Ideal,E,VS2,61.7,57.0,1809,5.42,5.35,3.32
32353,32354,0.31,Premium,E,VVS1,62.0,59.0,789,4.3,4.34,2.68
32263,32264,0.3,Very Good,G,VVS1,62.7,59.0,789,4.22,4.27,2.66
13331,13332,1.22,Ideal,H,SI2,61.0,57.0,5502,6.88,6.93,4.2
9155,9156,0.9,Good,G,VS1,63.6,58.0,4540,6.09,6.12,3.88
1790,1791,1.02,Good,E,I1,63.1,60.0,3051,6.31,6.4,4.01
8438,8439,1.23,Premium,G,SI2,58.9,62.0,4408,7.03,6.97,4.12
24607,24608,2.02,Good,G,SI2,57.5,61.0,12929,8.37,8.35,4.81
9684,9685,1.1,Premium,G,SI2,61.4,59.0,4650,6.71,6.59,4.08
35958,35959,0.33,Very Good,H,SI1,63.0,58.0,475,4.4,4.42,2.78
21477,21478,1.2,Very Good,F,VS1,58.7,59.0,9574,6.89,7.07,4.1
41331,41332,0.57,Good,E,SI2,58.5,61.0,1214,5.4,5.43,3.17
10437,10438,1.01,Premium,G,SI1,61.0,59.0,4785,6.45,6.51,3.95
19778,19779,1.08,Ideal,G,VVS1,61.6,56.0,8347,6.6,6.65,4.08
35001,35002,0.42,Premium,G,SI1,60.6,62.0,882,4.85,4.82,2.93
13142,13143,1.01,Ideal,E,SI2,61.5,55.0,5437,6.44,6.51,3.98
39548,39549,0.32,Ideal,G,VVS1,61.1,57.0,1080,4.43,4.41,2.7
18071,18072,1.23,Ideal,I,VVS2,62.0,55.0,7299,6.86,6.89,4.26
42119,42120,0.5,Fair,F,VS2,55.8,60.0,1279,5.31,5.27,2.95
15077,15078,1.06,Ideal,I,VS1,61.8,56.0,6060,6.5,6.57,4.05
23132,23133,1.01,Ideal,E,VVS1,62.0,57.0,11154,6.45,6.39,3.98
2324,2325,1.08,Ideal,F,I1,61.8,56.0,3168,6.64,6.62,4.1
10158,10159,1.23,Good,J,VS2,63.6,60.0,4727,6.77,6.73,4.29
34962,34963,0.32,Ideal,I,VS1,62.3,56.0,471,4.37,4.4,2.73
50525,50526,0.71,Very Good,G,SI1,62.7,58.0,2274,5.7,5.72,3.58
50506,50507,0.53,Ideal,E,VVS2,62.9,54.0,2271,5.19,5.15,3.25
10745,10746,1.0,Premium,F,SI1,59.7,60.0,4851,6.48,6.51,3.88
9074,9075,1.11,Ideal,H,SI2,61.3,60.0,4520,6.68,6.66,4.09
22362,22363,0.31,Premium,H,VS2,61.3,60.0,628,4.36,4.32,2.66
10369,10370,1.0,Ideal,D,SI1,60.2,57.0,4774,6.48,6.54,3.92
8583,8584,1.15,Good,F,SI2,63.8,57.0,4437,6.65,6.6,4.23
34381,34382,0.41,Very Good,I,VVS1,61.9,57.0,863,4.78,4.82,2.97
28019,28020,0.3,Ideal,E,VS2,62.3,57.0,658,4.29,4.32,2.68
7357,7358,0.56,Ideal,D,IF,62.4,56.0,4216,5.24,5.28,3.28
53100,53101,0.7,Ideal,E,SI1,62.4,55.0,2614,5.67,5.7,3.55
19930,19931,1.54,Ideal,J,VS2,62.7,56.0,8479,7.32,7.36,4.6
42962,42963,0.42,Very Good,E,VVS1,60.5,55.0,1365,4.85,4.9,2.95
40949,40950,0.3,Good,F,SI1,63.5,57.0,500,4.21,4.26,2.69
23985,23986,1.5,Ideal,I,VVS2,60.8,57.0,12148,7.38,7.42,4.5
36220,36221,0.36,Premium,F,VS2,60.5,60.0,932,4.61,4.55,2.77
8163,8164,1.03,Premium,I,SI1,61.6,59.0,4362,6.46,6.49,3.99
49629,49630,0.32,Premium,J,VS1,60.6,59.0,540,4.46,4.42,2.69
8881,8882,0.9,Good,G,VVS2,62.6,63.0,4485,6.1,6.14,3.83
37940,37941,0.24,Ideal,E,SI1,62.5,56.0,486,4.01,3.99,2.5
32695,32696,0.31,Ideal,F,VS2,60.8,56.0,802,4.41,4.38,2.67
26846,26847,2.13,Premium,G,SI2,60.7,60.0,16778,8.27,8.37,5.05
33640,33641,0.38,Premium,G,VS1,61.9,58.0,833,4.62,4.66,2.87
46551,46552,0.51,Very Good,E,VS2,63.3,56.0,1781,5.12,5.08,3.23
12459,12460,1.12,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16
3494,3495,1.01,Good,I,SI2,61.8,62.0,3399,6.28,6.35,3.9
51546,51547,0.71,Ideal,I,VVS2,62.0,54.0,2387,5.72,5.76,3.56
48628,48629,0.77,Very Good,J,SI2,61.2,56.0,2001,5.91,5.96,3.63
22245,22246,1.46,Ideal,G,VS2,62.3,56.0,10302,7.28,7.2,4.51
8574,8575,1.0,Fair,E,SI1,65.1,61.0,4435,6.15,6.08,3.98
6634,6635,0.9,Ideal,G,SI1,62.1,56.0,4088,6.2,6.16,3.84
27239,27240,2.52,Good,G,SI2,63.7,59.0,17608,8.57,8.52,5.44
23032,23033,0.33,Premium,D,SI2,61.6,59.0,631,4.42,4.41,2.72
21722,21723,1.65,Very Good,G,SI2,62.2,58.0,9791,7.55,7.62,4.72
16204,16205,1.21,Ideal,G,VS2,61.7,56.0,6478,6.85,6.83,4.22
46735,46736,0.58,Ideal,F,VS2,62.4,57.0,1798,5.31,5.33,3.32
28055,28056,0.42,Ideal,D,SI2,62.0,54.0,660,4.8,4.85,2.99
20146,20147,1.0,Premium,F,VVS2,59.9,60.0,8602,6.5,6.46,3.88
16546,16547,1.07,Very Good,G,VS1,58.6,60.0,6610,6.65,6.76,3.93
53902,53903,0.77,Very Good,E,SI2,59.9,61.0,2753,5.98,6.01,3.59
29620,29621,0.23,Good,E,VVS1,59.9,65.0,439,3.93,3.95,2.36
1494,1495,0.75,Ideal,G,VS2,60.6,55.0,2991,5.91,5.93,3.59
48071,48072,0.57,Ideal,H,VVS1,61.8,55.0,1929,5.33,5.38,3.31
13780,13781,1.0,Very Good,H,VS1,64.2,53.0,5619,6.27,6.34,4.05
30974,30975,0.38,Very Good,F,VS1,61.4,61.0,746,4.66,4.69,2.87
3930,3931,1.01,Premium,J,SI2,61.7,58.0,3499,6.4,6.44,3.96
39160,39161,0.35,Ideal,E,VS1,61.2,56.0,1063,4.55,4.53,2.78
30033,30034,0.39,Ideal,F,SI1,62.5,55.0,718,4.63,4.68,2.91
19714,19715,1.51,Ideal,H,SI1,61.9,57.0,8287,7.37,7.32,4.55
45975,45976,0.3,Very Good,H,VS1,62.0,58.0,526,4.24,4.28,2.64
10039,10040,0.34,Premium,J,VS2,62.3,60.0,417,4.46,4.49,2.79
9325,9326,0.9,Premium,G,VS1,62.7,58.0,4579,6.15,6.06,3.83
5642,5643,0.9,Good,D,SI1,62.4,63.0,3880,6.04,6.13,3.8
18038,18039,0.35,Very Good,E,SI1,61.9,58.0,614,4.49,4.52,2.79
44183,44184,0.5,Very Good,H,VVS2,62.9,56.0,1569,5.03,5.08,3.18
45863,45864,0.5,Very Good,D,VS1,63.1,57.0,1715,5.04,5.0,3.17
36406,36407,0.31,Premium,E,VS1,61.7,58.0,942,4.36,4.3,2.67
34334,34335,0.3,Very Good,E,VVS1,60.5,57.0,862,4.37,4.39,2.65
27140,27141,1.93,Premium,H,VS2,62.8,58.0,17353,7.91,7.86,4.95
17117,17118,1.07,Good,F,VS2,57.6,60.0,6828,6.83,6.79,3.92
22966,22967,1.01,Ideal,D,VVS2,61.5,57.0,11015,6.43,6.48,3.97
16585,16586,1.08,Very Good,H,VVS1,63.1,57.0,6623,6.57,6.52,4.13
46852,46853,0.51,Premium,D,VS2,61.9,62.0,1812,5.12,5.09,3.16
42429,42430,0.55,Ideal,F,SI2,61.1,56.0,1313,5.25,5.33,3.24
44024,44025,0.51,Ideal,E,SI1,62.1,55.0,1546,5.15,5.09,3.18
16358,16359,0.3,Good,D,VS2,64.1,57.0,608,4.25,4.21,2.71
894,895,0.7,Premium,G,VVS2,62.9,59.0,2874,5.68,5.61,3.55
795,796,0.71,Very Good,F,VVS1,63.2,60.0,2862,5.65,5.61,3.56
1751,1752,0.81,Good,I,VS1,59.4,56.0,3042,5.97,6.11,3.59
1658,1659,0.9,Good,H,SI2,63.1,60.0,3024,6.09,6.14,3.86
35140,35141,0.39,Premium,E,VS2,62.5,60.0,889,4.64,4.67,2.91
36780,36781,0.39,Very Good,G,VVS2,63.4,57.0,956,4.65,4.62,2.94
3770,3771,0.9,Premium,J,VVS2,62.5,61.0,3459,6.15,6.08,3.82
6313,6314,0.91,Premium,F,SI1,61.0,59.0,4026,6.23,6.19,3.79
36235,36236,0.38,Ideal,E,VS1,60.7,56.0,933,4.7,4.72,2.86
5061,5062,0.34,Premium,F,SI2,60.0,58.0,574,4.58,4.55,2.74
249,250,0.7,Ideal,E,SI1,61.6,56.0,2789,5.72,5.75,3.53
29218,29219,0.34,Ideal,I,IF,61.6,54.0,695,4.5,4.53,2.78
1853,1854,0.7,Ideal,G,VS1,61.5,56.0,3065,5.7,5.75,3.52
7362,7363,1.0,Good,D,SI2,57.8,58.0,4218,6.55,6.61,3.8
52212,52213,0.9,Very Good,J,SI2,62.9,55.0,2482,6.13,6.17,3.87
32345,32346,0.3,Ideal,H,IF,62.1,55.0,789,4.27,4.3,2.66
23129,23130,1.5,Fair,F,SI1,64.6,60.0,11154,7.18,7.1,4.61
10891,10892,1.11,Ideal,H,SI2,61.5,55.0,4883,6.65,6.69,4.1
46286,46287,0.55,Ideal,D,VS2,62.7,57.0,1755,5.2,5.23,3.27
6982,6983,1.03,Premium,J,SI1,61.7,54.0,4153,6.56,6.5,4.03
30967,30968,0.38,Ideal,I,SI1,62.3,56.0,746,4.63,4.58,2.87
337,338,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62
19045,19046,0.33,Premium,G,VS1,60.3,58.0,621,4.5,4.52,2.72
8017,8018,1.04,Premium,D,SI2,58.2,59.0,4330,6.67,6.62,3.87
20141,20142,1.29,Premium,D,SI1,62.7,55.0,8597,6.96,6.91,4.35
41728,41729,0.41,Ideal,E,VVS2,62.2,54.0,1243,4.79,4.76,2.97
28376,28377,0.24,Premium,D,VVS2,59.5,62.0,668,4.06,4.04,2.41
30617,30618,0.3,Very Good,G,SI1,59.7,60.0,447,4.35,4.39,2.61
51602,51603,0.7,Premium,E,SI1,59.7,60.0,2394,5.81,5.79,3.46
13922,13923,1.01,Fair,G,VS2,67.8,59.0,5666,6.07,6.02,4.1
3463,3464,1.06,Premium,J,SI2,62.9,59.0,3391,6.43,6.39,4.03
47488,47489,0.72,Ideal,J,SI1,61.9,54.0,1864,5.76,5.8,3.58
51828,51829,0.7,Very Good,E,SI1,63.1,56.0,2421,5.62,5.69,3.57
43041,43042,0.5,Very Good,E,SI1,63.5,61.0,1374,5.03,4.98,3.18
44288,44289,0.52,Premium,H,VS1,59.2,60.0,1577,5.27,5.23,3.11
18872,18873,1.02,Very Good,F,VS1,61.3,58.0,7740,6.46,6.52,3.98
47150,47151,0.72,Ideal,J,VS1,62.3,55.0,1832,5.77,5.69,3.57
35416,35417,0.4,Very Good,G,SI1,60.0,63.0,900,4.8,4.76,2.87
17374,17375,0.34,Premium,I,VS2,62.1,57.0,612,4.48,4.44,2.77
11565,11566,1.09,Ideal,E,SI2,61.9,55.0,5035,6.6,6.64,4.1
13962,13963,1.24,Ideal,H,VS2,61.4,57.0,5683,6.92,6.88,4.24
44684,44685,0.5,Ideal,D,SI1,62.1,57.0,1610,5.08,5.03,3.14
7300,7301,1.0,Good,I,VS1,63.8,56.0,4202,6.35,6.32,4.04
9168,9169,1.27,Good,J,SI2,66.0,59.0,4542,6.71,6.75,4.44
34830,34831,0.3,Premium,H,VVS1,63.0,58.0,878,4.25,4.22,2.67
22493,22494,2.0,Good,D,SI2,63.8,57.0,10528,7.93,7.88,5.04
12887,12888,1.05,Premium,H,VS2,62.7,59.0,5370,6.43,6.49,4.05
26155,26156,2.01,Good,H,SI1,63.9,59.0,15467,7.81,7.91,5.02
51101,51102,1.17,Fair,I,I1,64.5,59.0,2336,6.67,6.47,4.25
14410,14411,1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07
31657,31658,0.32,Ideal,E,VS2,61.4,56.0,768,4.45,4.41,2.72
50817,50818,0.71,Ideal,G,SI1,61.1,57.0,2307,5.79,5.73,3.52
30195,30196,0.42,Premium,E,SI1,61.5,58.0,722,4.78,4.84,2.96
24371,24372,0.32,Ideal,E,VS2,61.6,56.0,637,4.4,4.43,2.72
35280,35281,0.35,Premium,I,SI1,62.5,58.0,472,4.49,4.53,2.82
25589,25590,1.43,Ideal,E,VVS2,62.4,57.0,14429,7.25,7.15,4.49
15866,15867,2.02,Fair,G,I1,65.6,57.0,6346,7.87,7.8,5.15
39467,39468,0.54,Very Good,I,SI1,61.3,60.0,1079,5.2,5.24,3.2
25842,25843,1.72,Premium,F,SI1,62.0,58.0,14892,7.68,7.65,4.75
32580,32581,0.32,Good,E,VVS1,59.4,61.0,801,4.45,4.48,2.65
52115,52116,0.56,Ideal,F,VVS2,61.9,56.0,2462,5.29,5.32,3.28
37450,37451,0.32,Ideal,F,IF,61.1,55.0,984,4.47,4.44,2.72
53358,53359,0.7,Very Good,G,VS2,63.3,56.0,2657,5.63,5.59,3.55
20019,20020,0.3,Good,H,SI1,63.9,55.0,421,4.24,4.27,2.72
15501,15502,1.0,Premium,G,VS2,62.9,56.0,6209,6.42,6.34,4.01
4153,4154,1.07,Premium,G,I1,62.3,60.0,3547,6.55,6.51,4.07
42649,42650,0.5,Good,F,VS2,63.6,58.0,1333,5.02,5.05,3.2
15220,15221,1.15,Very Good,F,SI1,62.5,59.0,6110,6.62,6.69,4.16
42683,42684,0.5,Very Good,H,VS2,62.3,57.0,1337,5.03,5.12,3.16
35881,35882,0.32,Ideal,G,IF,61.3,55.0,918,4.43,4.47,2.73
6281,6282,1.01,Very Good,F,SI2,60.8,63.0,4017,6.38,6.32,3.86
23160,23161,1.76,Premium,J,VS1,62.0,58.0,11177,7.74,7.7,4.79
8197,8198,1.2,Fair,H,SI2,64.8,58.0,4368,6.61,6.56,4.27
10511,10512,0.63,Very Good,D,IF,59.6,59.0,4800,5.55,5.59,3.32
32846,32847,0.4,Very Good,G,VS2,62.9,56.0,807,4.69,4.72,2.96
36209,36210,0.36,Premium,H,VVS2,60.6,58.0,932,4.6,4.58,2.78
15915,15916,1.5,Good,I,SI2,65.0,55.0,6364,7.15,7.24,4.68
11372,11373,0.34,Ideal,E,SI1,61.7,56.0,596,4.49,4.52,2.78
19740,19741,1.51,Premium,D,SI2,61.4,56.0,8311,7.37,7.32,4.51
5063,5064,0.34,Premium,F,SI2,63.0,58.0,574,4.47,4.45,2.81
47266,47267,0.53,Very Good,E,VS1,61.7,59.0,1844,5.18,5.2,3.2
26637,26638,1.5,Premium,E,VS1,60.3,60.0,16409,7.34,7.43,4.45
37872,37873,0.41,Ideal,E,VS1,61.6,54.0,1004,4.77,4.8,2.95
37137,37138,0.33,Ideal,F,IF,61.3,55.0,971,4.48,4.49,2.75
39378,39379,0.4,Ideal,H,IF,61.9,55.0,1074,4.76,4.77,2.95
22348,22349,1.56,Ideal,I,VS1,61.2,59.0,10399,7.43,7.5,4.57
11469,11470,1.17,Ideal,G,SI2,62.0,55.0,5012,6.81,6.74,4.2
14972,14973,1.21,Premium,D,SI2,60.9,58.0,6031,6.89,6.83,4.18
12841,12842,1.21,Premium,I,SI1,61.6,58.0,5353,6.89,6.84,4.23
11074,11075,0.91,Very Good,G,SI1,62.8,56.0,4922,6.16,6.2,3.88
8552,8553,1.01,Ideal,E,SI2,62.8,57.0,4434,6.38,6.35,4.0
12875,12876,1.03,Premium,H,VS2,62.6,56.0,5364,6.43,6.38,4.01
29705,29706,0.31,Very Good,G,VVS2,62.6,57.0,707,4.29,4.33,2.7
2354,2355,1.01,Premium,G,SI2,60.1,58.0,3173,6.54,6.39,3.89
21856,21857,1.0,Premium,D,VVS2,63.0,59.0,9918,6.38,6.35,4.01
8860,8861,0.97,Premium,F,SI1,62.7,59.0,4481,6.31,6.28,3.95
5164,5165,0.9,Very Good,H,SI1,60.8,57.0,3770,6.22,6.25,3.79
17145,17146,1.01,Good,G,VVS2,63.4,55.0,6843,6.34,6.41,4.04
46150,46151,0.5,Premium,G,VS1,59.7,60.0,1746,5.14,5.11,3.06
47110,47111,0.65,Premium,E,SI2,62.6,59.0,1827,5.54,5.49,3.45
4667,4668,1.01,Premium,H,SI2,63.0,59.0,3671,6.33,6.27,3.97
43194,43195,0.56,Ideal,F,SI1,60.1,58.0,1394,5.36,5.39,3.23
27693,27694,0.41,Ideal,J,VS1,62.7,54.0,648,4.75,4.79,2.99
25371,25372,0.28,Ideal,F,VVS2,62.5,57.0,642,4.18,4.21,2.62
42562,42563,0.57,Ideal,I,VS2,61.5,56.0,1326,5.32,5.35,3.28
47197,47198,0.5,Premium,G,VVS2,59.6,60.0,1838,5.15,5.18,3.08
53186,53187,0.59,Very Good,F,IF,59.9,63.0,2632,5.44,5.47,3.27
31807,31808,0.31,Ideal,D,VS1,61.9,53.0,774,4.36,4.4,2.71
38168,38169,0.34,Ideal,G,IF,61.6,56.0,1014,4.48,4.51,2.77
42143,42144,0.5,Very Good,E,SI1,60.7,59.0,1281,5.09,5.13,3.1
33333,33334,0.41,Very Good,G,VS2,59.8,61.0,827,4.78,4.82,2.87
20239,20240,1.2,Premium,F,VS1,61.8,59.0,8669,6.79,6.76,4.19
3228,3229,0.72,Ideal,G,VVS2,61.2,57.0,3352,5.76,5.77,3.53
3871,3872,0.9,Very Good,H,SI2,61.2,57.0,3481,6.21,6.27,3.82
48947,48948,0.98,Premium,H,I1,59.6,60.0,2046,6.61,6.48,3.89
14414,14415,1.08,Good,D,SI1,63.8,59.0,5821,6.39,6.47,4.1
42938,42939,0.32,Good,I,VS1,63.1,56.0,505,4.38,4.4,2.77
34666,34667,0.31,Premium,E,VS2,61.7,58.0,872,4.34,4.31,2.67
38621,38622,0.31,Ideal,H,VS2,62.2,55.0,489,4.36,4.39,2.72
45530,45531,0.56,Ideal,F,SI1,61.1,55.9,1685,5.33,5.35,3.26
31261,31262,0.32,Very Good,I,VS2,61.1,57.0,449,4.39,4.42,2.69
7674,7675,1.09,Fair,I,SI1,56.4,62.0,4273,6.97,6.9,3.9
10335,10336,1.09,Good,F,SI2,63.2,58.0,4766,6.49,6.54,4.12
49456,49457,0.51,Ideal,G,VVS1,62.3,55.0,2111,5.14,5.1,3.19
26585,26586,1.6,Ideal,H,IF,61.5,53.0,16300,7.57,7.69,4.66
267,268,0.7,Premium,F,VS1,60.7,60.0,2792,5.78,5.75,3.5
153,154,0.73,Premium,G,VS2,61.4,59.0,2770,5.83,5.76,3.56
52087,52088,0.71,Premium,F,SI1,62.3,57.0,2458,5.73,5.66,3.55
34290,34291,0.3,Ideal,F,VVS1,61.8,55.0,857,4.32,4.35,2.68
15516,15517,1.48,Premium,H,SI2,59.7,59.0,6216,7.46,7.42,4.44
33929,33930,0.41,Good,G,VVS1,63.6,56.0,844,4.72,4.74,3.01
9310,9311,1.0,Very Good,E,SI2,60.6,60.0,4576,6.33,6.4,3.86
46038,46039,0.57,Ideal,E,SI1,61.8,57.0,1728,5.33,5.28,3.28
49520,49521,0.61,Very Good,H,VS1,60.1,56.0,2123,5.55,5.59,3.35
16512,16513,1.01,Very Good,F,VS2,60.0,63.0,6598,6.46,6.48,3.88
50963,50964,0.61,Ideal,E,VS1,62.1,57.0,2324,5.41,5.47,3.38
53282,53283,0.3,Very Good,D,SI1,62.6,56.0,552,4.24,4.29,2.67
11878,11879,0.95,Very Good,G,VS1,61.7,58.0,5111,6.26,6.34,3.89
52852,52853,0.7,Good,G,VS1,63.5,61.0,2577,5.6,5.64,3.57
50956,50957,0.66,Very Good,H,VVS1,61.9,59.0,2323,5.59,5.65,3.48
25175,25176,2.13,Premium,F,SI2,62.4,58.0,13760,8.22,8.16,5.11
27268,27269,2.0,Ideal,F,SI2,62.0,57.0,17710,8.03,8.1,5.0
17657,17658,1.0,Premium,F,VS1,62.6,58.0,7114,6.37,6.4,4.0
52357,52358,0.74,Ideal,E,SI2,61.7,57.0,2501,5.78,5.82,3.58
44587,44588,0.58,Ideal,D,SI2,60.9,56.0,1607,5.4,5.44,3.3
